season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,1,1,1,,28,MagdalenaWARAKOMSKA,8502,POL,1:49.390,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,1,2,2,,35,BURICKatarina,8550,CRO,1:51.311,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,1,3,3,,135,LINYu-Tzu,8087,TPE,1:51.319,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,1,4,4,,124,CheyenneGOH,9291,SGP,1:52.591,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,2,1,2,,17,LuciaPERETTI,7160,ITA,1:46.735,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,2,2,4,,121,AgneSEREIKAITE,7708,LTU,1:47.188,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,2,3,3,,140,ErikaLINDGREN,9210,SWE,1:47.566,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,2,4,1,,32,AlicaPORUBSKA,8514,SVK,1:47.667,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,3,1,3,,12,SEJPALOVA-HRUZOVAMichaela,8553,CZE,1:39.474,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,3,2,2,,98,UZAKOVAMariia-Mahdalyna,8759,UKR,1:39.813,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,3,3,1,,154,GabriellaHACHEM,9142,USA,1:39.949,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,3,PEN,4,,84,VeraTRYBUL,9161,BLR,PEN,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,4,1,3,,61,MALISZEWSKANatalia,8437,POL,1:38.669,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,4,2,4,,72,THOMSONKathryn,8465,GBR,1:40.409,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,4,3,1,,33,KaterinaNOVOTNA,6647,CZE,1:56.455,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,4,PEN,2,,38,MANOILOVAKatrin,8539,BUL,PEN,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,5,1,1,,10,CharlotteGILMARTIN,7136,GBR,1:33.431,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,5,2,3,,69,AndreaKESZLER,7147,HUN,1:33.714,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,5,3,2,,64,KIKUCHISumire,7980,JPN,1:33.827,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,5,4,4,,11,vanKERKHOFYara,7422,NED,1:33.845,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,6,1,1,,49,KimBOUTIN,8542,CAN,1:35.450,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,6,2,3,,156,AnastassiyaKRESTOVA,7981,KAZ,1:35.914,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,6,3,2,,79,KIKUCHIMoemi,7584,JPN,1:35.933,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,RankingFinals,6,4,4,,26,DESMETHanne,8699,BEL,1:36.055,,
