season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,1,1,3,,,ITALY,7301,ITA,2:56.783,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,1,2,4,,,GERMANY,7302,GER,2:59.300,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,1,3,2,,,NEWZEALAND,8171,NZL,3:05.011,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,1,DQ,1,,,GREATBRITAIN,7320,GBR,DQ,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,2,1,2,,,UNITEDSTATES,7306,USA,2:51.615,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,2,2,3,,,JAPAN,7304,JPN,2:51.952,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,2,3,4,,,FRANCE,7319,FRA,2:52.050,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,2,4,1,,,ISRAEL,7393,ISR,3:06.663,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,3,1,2,,,KOREA,7300,KOR,2:51.344,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,3,2,1,,,HUNGARY,7324,HUN,3:00.976,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,3,3,3,,,CHINESETAIPEI,7318,TPE,3:23.953,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,4,1,3,,,CANADA,7309,CAN,2:51.607,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,4,2,2,,,RUSSIA,7307,RUS,3:02.751,
2001-2002,2002 World Junior Championships,2000MRelay,m,Heats,4,DQ,4,,,CHINA,7303,CHN,DQ,
