season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,1,1,1,,154,SONGSuk-Woo,7086,KOR,1:33.224,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,1,2,4,,116,GUOWei,6654,CHN,1:33.416,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,1,3,2,,147,GisleTVERLAND,7063,NOR,1:34.440,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,1,DQ,3,,152,ZbigniewBRODKA,6096,POL,DQ,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,2,1,3,,153,LEESeung-Jae,6621,KOR,1:32.057,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,2,2,2,,102,MarkMcNEE,6432,AUS,1:32.209,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,2,3,4,,169,SaschaLAUBER,6634,SUI,1:32.774,q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,2,4,1,,135,PeterDARAZS,6465,HUN,1:33.121,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,3,2,2,,113,HAMELINCharles,6610,CAN,1:30.729,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,3,3,3,,120,JarmilHRUZA,6503,CZE,1:30.981,q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,3,4,1,,131,PhilipBROJAKA,6801,GBR,1:32.278,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,3,,4,,109,JonathanGUILMETTE,6702,CAN,,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,4,1,2,,138,FabioCARTA,6001,ITA,1:30.774,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,4,2,4,,161,DmitryVASILENKO,6713,RUS,1:31.090,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,4,3,1,,144,Robbert-KeesBOER,6456,NED,1:31.275,q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,4,4,3,,104,LachlanHAY,6845,AUS,1:32.358,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,5,1,1,,115,LIYe,6655,CHN,1:32.838,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,5,2,3,,160,YaroslavKARPOUKHIN,6445,RUS,1:32.939,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,5,3,4,,165,PeterJELEN,7077,SVK,1:34.408,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,5,4,2,,119,IvanDOLINIC,6669,CRO,1:39.162,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,6,1,1,,112,Jean-FrancoisMONETTE,7096,CAN,1:35.448,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,6,2,4,,139,NicolaFRANCESCHINA,6331,ITA,1:35.582,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,6,3,3,,107,PieterGYSEL,6425,BEL,1:35.881,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,6,4,2,,126,ThomasBAUER,7092,GER,1:52.933,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,7,1,4,,163,MatusUZAK,6510,SVK,1:37.644,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,7,2,3,,148,KrystianZDROJKOWSKI,6515,POL,1:38.009,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,7,3,2,,130,PaulWORTH,6802,GBR,1:38.158,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,7,DQ,1,,136,AdamKOVACS,6337,HUN,DQ,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,8,1,2,,127,ArianNACHBAR,6637,GER,1:33.161,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,8,2,4,,122,GuillaumeMATHIEU,6871,FRA,1:33.334,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,8,3,3,,106,WimdeDEYNE,6699,BEL,1:33.503,q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,8,4,1,,170,DavidGROSSENBACHER,6962,SUI,1:36.921,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,9,1,1,,158,SergeyPRANKEVICH,7048,RUS,1:31.268,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,9,2,3,,168,MartinJOHANSSON,6509,SWE,1:31.525,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,9,3,4,,149,KarolBOBOWICZ,6070,POL,1:31.768,q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,9,DQ,2,,121,JeanCharlesMATTEI,6057,FRA,DQ,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,10,1,4,,114,LIJiajun,7095,CHN,1:31.646,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,10,2,3,,142,CeesJUFFERMANS,6072,NED,1:31.724,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,10,3,2,,133,OliverHORSEPOOL,6276,GBR,1:33.049,q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,10,4,1,,103,StephenLEE,6002,AUS,1:33.089,
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,11,1,2,,111,SteveROBILLARD,6494,CAN,1:32.199,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,11,2,4,,140,NicolaRODIGARI,6332,ITA,1:32.208,Q
2003-2004,"2004 World Cup 5, Czech Republic",1000M,m,Preliminaries,11,3,1,,125,SebastianPRAUS,6364,GER,1:32.459,q
