season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2008-2009,"2009 ISU World Championships, Austria",3000MRelay,w,Semifinals,1,1,1,,187,KOREA,7314,KOR,4:15.978,Q,
2008-2009,"2009 ISU World Championships, Austria",3000MRelay,w,Semifinals,1,2,4,,182,CANADA,7312,CAN,4:18.258,Q,
2008-2009,"2009 ISU World Championships, Austria",3000MRelay,w,Semifinals,1,3,3,,184,HUNGARY,7323,HUN,4:21.511,,
2008-2009,"2009 ISU World Championships, Austria",3000MRelay,w,Semifinals,1,DNF,2,,188,NETHERLANDS,7322,NED,DNF,,
2008-2009,"2009 ISU World Championships, Austria",3000MRelay,w,Semifinals,2,1,1,,183,CHINA,7311,CHN,4:13.847,Q,
2008-2009,"2009 ISU World Championships, Austria",3000MRelay,w,Semifinals,2,2,2,,189,UNITEDSTATES,7316,USA,4:15.225,Q,
2008-2009,"2009 ISU World Championships, Austria",3000MRelay,w,Semifinals,2,3,4,,185,ITALY,7317,ITA,4:16.664,,
2008-2009,"2009 ISU World Championships, Austria",3000MRelay,w,Semifinals,2,4,3,,186,JAPAN,7304,JPN,4:30.353,,
