season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,1,1,4,,108,RemiBEAULIEU,6299,CAN,1:28.540,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,1,2,1,,144,YoshiakiOGURO,7743,JPN,1:28.566,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,1,3,2,,111,GONGQiuwen,7593,CHN,1:28.672,q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,1,4,3,,177,JordanMALONE,6201,USA,1:29.300,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,2,1,1,,105,OlivierJEAN,6756,CAN,1:27.319,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,2,2,2,,157,SEOYiRa,7940,KOR,1:27.336,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,2,3,3,,168,EvgeniiKOZULIN,7272,RUS,1:28.561,q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,2,4,4,,160,BREEUWSMADaan,7218,NED,1:28.639,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,2,5,5,,122,JeremyMASSON,6173,FRA,1:28.773,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,3,1,1,,175,JonathanGARCIA,7904,USA,1:30.378,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,3,2,2,,133,RobertSEIFERT,6176,GER,1:30.420,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,3,3,3,,123,AlexisYANG,7921,FRA,1:30.490,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,3,4,4,,146,MintoSEKAI,7931,JPN,1:30.530,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,4,1,4,,174,J.R.CELSKI,7279,USA,1:28.612,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,4,2,1,,112,LIANGWenhao,7594,CHN,1:28.719,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,4,3,2,,109,AlexandreSTJEAN,7916,CAN,1:28.943,q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,4,4,3,,136,BYKANOVVladislav,6178,ISR,1:29.429,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,5,2,3,,143,DaisukeUEMURA,6118,JPN,1:29.471,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,5,3,1,,164,FreekvanderWART,7269,NED,1:29.551,q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),m,Heats,5,4,4,,115,WUDajing,7729,CHN,1:29.632,
