season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2007-2008,"2008 ISU World Championships, Korea",5000mRelay,m,Semifinals,1,1,2,,153,KOREA,7300,KOR,6:51.224,Q,
2007-2008,"2008 ISU World Championships, Korea",5000mRelay,m,Semifinals,1,2,3,,155,UNITEDSTATES,7306,USA,6:53.625,Q,
2007-2008,"2008 ISU World Championships, Korea",5000mRelay,m,Semifinals,1,3,4,,151,ITALY,7301,ITA,6:55.372,,
2007-2008,"2008 ISU World Championships, Korea",5000mRelay,m,Semifinals,1,4,1,,152,JAPAN,7310,JPN,7:02.951,,
2007-2008,"2008 ISU World Championships, Korea",5000mRelay,m,Semifinals,2,1,2,,148,CANADA,7309,CAN,6:55.871,Q,
2007-2008,"2008 ISU World Championships, Korea",5000mRelay,m,Semifinals,2,2,4,,154,RUSSIA,7307,RUS,7:02.119,Q,
2007-2008,"2008 ISU World Championships, Korea",5000mRelay,m,Semifinals,2,3,3,,150,GREATBRITAIN,7320,GBR,7:10.768,ADV,
2007-2008,"2008 ISU World Championships, Korea",5000mRelay,m,Semifinals,2,DQ,1,,149,CHINA,7303,CHN,DQ,,
