season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,1,1,4,,11,LIHongshuang,8677,CHN,1:29.830,Q
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,1,2,2,,15,CHRISTIEElise,7135,GBR,1:30.156,Q
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,1,3,5,,48,PatrycjaMALISZEWSKA,6154,POL,1:30.698,
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,1,4,1,,43,AgneSEREIKAITE,7708,LTU,1:30.702,
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,1,5,3,,46,vanRUIJVENLara,7710,NED,1:31.339,
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,2,1,3,,39,KIMAlang,8484,KOR,1:31.308,Q
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,2,2,1,,10,HANYuTong,8365,CHN,1:31.586,Q
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,2,3,2,,52,PROSVIRNOVASofia,8509,RUS,1:31.648,
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,2,4,5,,4,KasandraBRADETTE,8058,CAN,1:32.100,
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,2,5,4,,18,WANGXinyue,7340,HKG,1:37.287,
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,3,1,1,,8,MarianneST-GELAIS,7216,CAN,1:34.469,Q
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,3,2,4,,38,JEONJi-Soo,6232,KOR,1:34.550,Q
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,3,3,2,,33,MiwakoYAMAURA,8475,JPN,1:37.109,
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,3,4,3,,34,AnastassiyaKRESTOVA,7981,KAZ,1:37.164,
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,4,2,2,,3,KimBOUTIN,8542,CAN,1:32.537,Q
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,4,3,4,,9,FANKexin,7694,CHN,1:44.253,ADV
2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1000m,w,Quarterfinals,4,PEN,1,,59,JessicaKOOREMAN,7649,USA,PEN,
