season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,1,1,2,,911,CANADA,7309,CAN,6:55.266,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,1,2,3,,918,JAPAN,7310,JPN,6:56.890,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,1,3,1,,913,FRANCE,7319,FRA,6:59.292,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,2,2,4,,920,NETHERLANDS,7321,NED,6:56.730,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,2,3,1,,917,ITALY,7301,ITA,7:01.300,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,2,DNS,3,,916,HUNGARY,7324,HUN,DNS,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,3,1,4,,912,CHINA,7303,CHN,6:53.032,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,3,2,3,,915,GREATBRITAIN,7320,GBR,6:56.117,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,3,3,2,,919,KAZAKHSTAN,7356,KAZ,7:07.993,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,3,4,1,,923,UKRAINE,7308,UKR,7:13.173,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,4,1,3,,921,KOREA,7300,KOR,6:52.327,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,4,2,1,,914,GERMANY,7302,GER,6:52.828,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",5000mRelay,m,Heats,4,3,2,,922,RUSSIA,7307,RUS,6:53.388,
