season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",3000mRelay,w,FinalB,1,1,3,,904,ITALY,7317,ITA,4:19.435,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",3000mRelay,w,FinalB,1,2,1,,905,JAPAN,7304,JPN,4:19.497,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",3000mRelay,w,FinalB,1,3,4,,906,NETHERLANDS,7322,NED,4:19.600,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",3000mRelay,w,FinalB,1,4,2,,903,HUNGARY,7323,HUN,4:32.224,
