season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,1,1,1,,608,KOREA,7314,KOR,4:16.829,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,1,2,4,,611,UNITEDSTATES,7316,USA,4:21.899,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,1,3,2,,600,BULGARIA,7335,BUL,4:25.236,q
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,1,4,3,,609,POLAND,7332,POL,4:26.767,
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,2,2,3,,606,JAPAN,7304,JPN,4:21.998,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,2,3,2,,604,HUNGARY,7323,HUN,4:33.316,ADV
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,2,DQ,4,,610,RUSSIA,7315,RUS,DQ,
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,3,1,1,,607,NETHERLANDS,7322,NED,4:20.437,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,3,2,2,,601,CANADA,7312,CAN,4:20.602,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,3,3,4,,605,ITALY,7317,ITA,4:20.728,q
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",3000mRelay,w,Heats,3,4,3,,603,GERMANY,7313,GER,4:32.104,
