season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Semifinals,1,1,1,,317,NETHERLANDS,9027,NED,6:54.902,QA
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Semifinals,1,2,3,,320,CHINA,9022,CHN,6:54.939,QA
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Semifinals,1,3,2,,316,GREATBRITAIN,9019,GBR,6:57.470,QB
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Semifinals,1,4,4,,312,UNITEDSTATES,9032,USA,7:05.451,QB
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Semifinals,2,1,2,,325,HUNGARY,9021,HUN,7:12.505,QA
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Semifinals,2,2,3,,315,KOREA,9026,KOR,7:12.622,QA
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Semifinals,2,3,4,,321,CANADA,9016,CAN,7:12.709,QB
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Semifinals,2,4,1,,314,RUSSIA,9029,RUS,7:12.816,QB
