season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,1,1,1,,81,BINEYMaame,9144,USA,45.412,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,1,2,5,,59,STORMOWSKAKamila,9008,POL,46.701,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,1,3,3,,23,MichaelaKUNCIROVA,8552,CZE,47.260,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,1,4,2,,47,HANSooLim,9261,KOR,1:21.625,ADV,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,1,PEN,4,,18,SONGYang,9207,CHN,PEN,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,2,1,2,,64,PROSVIRNOVASofia,8509,RUS,44.100,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,2,2,1,,16,LIJinyu,9094,CHN,44.230,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,2,3,5,,53,AvalonAARDOOM,9120,NED,46.572,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,2,4,4,,71,RUSNAKOVAPetra,9297,SVK,1:14.581,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,2,DNF,3,,54,GioyaLANCEE,9052,NED,DNF,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,3,1,1,,32,PetraJASZAPATI,8611,HUN,43.705,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,3,3,4,,82,GabriellaHACHEM,9142,USA,44.602,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,3,4,5,,38,MelissaTUNNO,9248,ITA,46.550,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,3,PEN,2,,15,GONGLi,9002,CHN,PEN,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,4,1,3,,12,CHARLESAlyson,8722,CAN,44.262,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,4,2,2,,50,SEOWhiMin,9263,KOR,44.413,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,4,3,1,,14,ReneeMarieSTEENGE,9224,CAN,44.891,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,4,4,4,,58,PatrycjaMARKIEWICZ,9071,POL,45.007,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,w,Quarterfinals,4,5,5,,24,SEJPALOVA-HRUZOVAMichaela,8553,CZE,45.394,,
