season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,1,1,1,,,GREATBRITAIN,7320,GBR,7:17.747,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,1,2,3,,,JAPAN,7304,JPN,7:20.146,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,1,3,4,,,BELGIUM,7897,BEL,7:27.933,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,1,4,2,,,RUSSIA,7307,RUS,7:39.143,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,2,1,4,,,CHINA,7303,CHN,7:22.781,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,2,2,1,,,FRANCE,7319,FRA,7:23.580,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,2,3,2,,,NETHERLANDS,7321,NED,7:23.869,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,2,4,3,,,HUNGARY,7324,HUN,7:50.923,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,3,1,1,,,KOREA,7300,KOR,7:38.875,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,3,2,2,,,AUSTRALIA,7305,AUS,7:42.236,
2001-2002,2001 World Cup - Nobeyama,5000MRelay,m,Heats,3,3,3,,,BULGARIA,7392,BUL,7:53.159,
