season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,1,1,4,,9,ZHANGQichao,7413,CHN,1:37.497,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,1,2,2,,11,PIERRONVeronique,6196,FRA,1:37.627,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,1,3,3,,39,MalwinaZAWADA,6155,POL,1:37.707,q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,1,4,5,,36,LisetteBRILMAN,7423,NED,1:39.254,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,1,5,1,,26,BibaSAKURAI,7240,JPN,2:06.391,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,2,2,1,,8,ValerieLAMBERT,7132,CAN,1:38.864,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,2,3,4,,16,CharlotteGILMARTIN,7136,GBR,1:39.262,q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,2,4,3,,24,LuciaPERETTI,7160,ITA,1:39.413,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,3,1,4,,34,LEEEunByul,7421,KOR,1:37.577,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,3,2,2,,10,LIUYang,7414,CHN,1:37.595,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,3,3,3,,3,VeraANTANENKA,7099,BLR,1:39.034,q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,3,4,1,,19,VeronikaDENES,7394,HUN,1:41.741,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,4,1,1,,23,AriannaFONTANA,6227,ITA,1:35.473,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,4,2,2,,7,Marie-AndreeMENDES-CAMPEAU,7412,CAN,1:36.219,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,4,3,4,,38,PaulaBZURA,7168,POL,1:40.683,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,4,4,3,,44,LiaSTEPANOVA,6150,RUS,1:55.695,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,5,1,3,,33,SONSoo-Min,7420,KOR,1:39.604,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,5,2,1,,17,CHRISTIEElise,7135,GBR,1:40.005,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,5,3,2,,13,JuliaRIEDEL,6287,GER,1:40.375,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,5,4,4,,1,EARLEMarissa,7409,AUS,1:46.189,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,6,1,2,,6,MarianneST-GELAIS,7216,CAN,1:35.658,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,6,2,4,,43,OlgaBELYAKOVA,7112,RUS,1:36.002,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,6,3,1,,37,JorienterMORS,6146,NED,1:36.002,q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Heats,6,4,3,,18,AndreaKESZLER,7147,HUN,2:04.522,,
