season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,1,1,2,,107,LEESeung-Jae,6621,KOR,2:21.717,Q,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,1,2,5,,67,LIJiajun,7095,CHN,2:21.908,Q,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,1,3,1,,65,Jean-FrancoisMONETTE,7096,CAN,2:22.134,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,1,4,3,,79,JonELEY,6592,GBR,2:22.893,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,1,5,4,,94,NicolaRODIGARI,6332,ITA,2:22.919,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,1,DQ,6,,135,ApoloAntonOHNO,6497,USA,DQ,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,2,1,4,,106,SONGSuk-Woo,7086,KOR,2:21.065,Q,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,2,2,6,,66,SteveROBILLARD,6494,CAN,2:21.137,Q,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,2,3,3,,68,LIYe,6655,CHN,2:21.417,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,2,4,5,,136,RustySMITH,6496,USA,2:21.487,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,2,5,1,,92,DenisZASLAVSKY,6335,ISR,2:22.889,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,2,6,2,,114,MatthewFULLER,6448,NZL,2:25.048,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,3,2,1,,63,JonathanGUILMETTE,6702,CAN,2:20.091,Q,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,3,3,3,,98,TakafumiNISHITANI,6323,JPN,2:21.140,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,3,4,5,,84,SebastianPRAUS,6364,GER,2:21.159,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,3,5,2,,69,LIHaonan,6658,CHN,2:24.065,,
2003-2004,"2004 World Championship, Sweden",1500M,m,SemiFinals,3,DQ,4,,93,FabioCARTA,6001,ITA,DQ,,
