season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,1,2,5,,63,MathieuTURCOTTE,6705,CAN,2:25.730,Q
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,1,3,4,,65,LIYe,6655,CHN,2:26.092,Q
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,1,4,6,,85,OHSe-Jong,6620,KOR,2:26.419,ADV
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,1,5,2,,72,NicolaFRANCESCHINA,6331,ITA,2:26.777,
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,1,DQ,1,,60,Francois-LouisTREMBLAY,6704,CAN,DQ,
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,2,1,4,,84,LEESeung-Jae,6621,KOR,2:25.299,Q
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,2,2,3,,71,FabioCARTA,6001,ITA,2:25.441,Q
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,2,3,5,,61,JonathanGUILMETTE,6702,CAN,2:25.506,Q
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,2,4,1,,67,GUOWei,6654,CHN,2:25.547,
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,2,5,6,,68,LIUYingBao,6554,CHN,2:25.996,
2002-2003,"2002 World Cup 1, Korea",1500M,m,SemiFinals,2,6,2,,75,SatoruTERAO,6320,JPN,2:26.244,
