season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,1,1,4,,14,KIKUCHIKota,8620,JPN,2:35.594,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,1,2,1,,21,LEPAPESebastien,7554,FRA,2:35.977,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,1,3,2,,177,FurkanAKAR,9434,TUR,2:36.447,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,1,4,6,,45,deROSEEthan,9281,NZL,2:36.545,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,1,5,3,,131,KANCHARINNatthapat,9428,THA,notime,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,1,DNS,7,,164,HAYASHIIbuki,9403,JPN,DNS,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,1,PEN,5,,180,PIVIROTTORyan,8650,USA,PEN,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,2,1,3,,106,TREACYNiall,9390,GBR,2:24.999,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,2,2,4,,181,SONGJiaHua,9612,CHN,2:25.057,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,2,3,1,,145,SEJPALZdenek,9336,CZE,2:26.795,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,2,4,5,,36,HANDEIOleh,9073,UKR,2:26.835,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,2,5,2,,111,MOODYJonathan,9102,GBR,2:27.075,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,2,6,7,,179,deCLEMENTEClayton,9605,USA,2:27.204,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1500m(1),m,Rep.Semifinals,2,7,6,,34,KOLENCMartin,8604,CRO,2:29.516,
