season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,1,1,3,,202,CHINA,7303,CHN,7:10.296,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,1,2,4,,208,UKRAINE,7308,UKR,7:14.513,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,1,3,1,,206,POLAND,7326,POL,7:15.645,q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,1,4,2,,209,UNITEDSTATES,7306,USA,7:38.697,
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,2,1,3,,201,CANADA,7309,CAN,7:01.742,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,2,2,1,,203,ITALY,7301,ITA,7:03.173,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,2,3,2,,207,RUSSIA,7307,RUS,7:32.059,
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,3,1,3,,205,KOREA,7300,KOR,7:01.670,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,3,2,2,,210,FRANCE,7319,FRA,7:04.300,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,Heats,3,3,1,,204,JAPAN,7310,JPN,7:04.751,q
