season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,1,1,1,,125,DUBOISSteven,9092,CAN,2:17.209,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,1,2,7,,27,deLAATItzhak,7746,NED,2:17.282,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,1,3,2,,82,FiratYARDIMCI,8520,TUR,2:17.678,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,1,4,6,,68,HOOGERWERFDylan,8497,NED,2:18.632,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,1,5,4,,182,KRUZBERGSRoberts,9117,LAT,2:19.264,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,1,6,5,,50,HazimSHAHRUM,9272,MAS,2:27.926,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,1,7,3,,218,KaloyanANGELOV,9221,BUL,2:34.019,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,2,1,4,,3,HWANGDaeHeon,9115,KOR,2:17.614,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,2,2,6,,1,HAMELINCharles,6610,CAN,2:17.781,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,2,3,3,,7,RENZiwei,8601,CHN,2:17.912,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,2,4,5,,60,SHULGINOVAlexander,8752,RUS,2:18.751,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,2,5,1,,26,HANDEIOleh,9073,UKR,2:19.578,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,2,6,2,,54,WUDajing,7729,CHN,2:22.734,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,3,1,3,,41,BYKANOVVladislav,6178,ISR,2:18.807,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,3,2,4,,6,XUHongzhi,8070,CHN,2:18.928,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,3,3,6,,167,ThomasInsukHONG,8084,USA,2:19.339,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,3,4,2,,19,CONFORTOLAYuri,6561,ITA,2:19.953,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,3,5,5,,166,SITNIKOVPavel,9133,RUS,2:20.465,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,3,6,1,,209,deROSEEthan,9281,NZL,2:23.882,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Quarterfinals,4,1,1,,20,CsabaBURJAN,7738,HUN,2:20.385,Q,
