season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,1,1,1,,40,CONFORTOLAYuri,6561,ITA,43.792,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,1,2,2,,73,NecmettinBerkYETISKEN,8352,TUR,44.541,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,1,3,3,,15,MikkelKORITSLAND,8591,DEN,45.790,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,1,4,4,,16,VictorMARTINEZ-BLANCH,8703,ESP,46.957,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,2,1,1,,1,MathiasVOSTE,7888,BEL,42.357,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,2,2,3,,47,KRUZBERGSKarlis,8629,LAT,45.584,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,2,3,2,,54,EinarAGDESTEIN,8701,NOR,1:01.889,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,2,DNS,4,,13,KOLENCMartin,8604,CRO,DNS,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,3,1,1,,46,RobertsZVEJNIEKS,8490,LAT,43.120,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,3,2,2,,7,MaksimSIARHEYU,7771,BLR,43.193,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,3,3,3,,48,MaxBACKSTROM,8590,LUX,46.565,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,3,4,4,,2,NihadBASIC,7889,BIH,46.672,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,4,1,1,,45,RobertoPUKITIS,7785,LAT,42.548,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,4,2,2,,3,EdinBRANKOVIC,7256,BIH,45.684,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,4,3,3,,14,MARTINICIvan,8700,CRO,46.155,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,4,4,4,YC,10,KlaudioNASRI,8540,BUL,46.259,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,5,1,1,,72,FiratYARDIMCI,8520,TUR,45.766,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,5,2,2,,11,TsvetanTSANKOV,7431,BUL,46.894,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,5,3,4,,17,RogerVALLVERDUIMBERNON,8704,ESP,47.217,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,500m,m,RankingRaces-Preliminaries,5,4,3,,67,MatejFILIP,8641,SVK,notime,,
