season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,1,1,1,,,CHINA,7303,CHN,7:09.355,
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,1,2,2,,,JAPAN,7304,JPN,7:09.519,
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,1,3,3,,,GERMANY,7302,GER,7:14.612,
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,2,1,1,,,KOREA,7300,KOR,7:01.983,
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,2,2,2,,,UNITEDSTATES,7306,USA,7:02.637,
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,2,3,3,,,GREATBRITAIN,7320,GBR,7:15.137,
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,3,1,2,,,ITALY,7301,ITA,7:10.748,
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,3,2,1,,,CANADA,7309,CAN,7:10.846,
1999-2000,1999 World Cup - Salt Lake,5000MRelay,m,QuarterFinals,3,3,3,,,NETHERLANDS,7321,NED,7:11.826,
