season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,1,1,5,,124,AriannaFONTANA,6227,ITA,1:31.715,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,1,2,4,,10,DESMETHanne,8699,BEL,1:31.724,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,1,3,2,,18,PetraJASZAPATI,8611,HUN,1:31.814,ADV,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,1,4,3,,47,vanKERKHOFYara,7422,NED,1:32.147,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,1,PEN,1,,6,PROSVIRNOVASofia,8509,RUS,PEN,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,2,1,1,,16,MASCITTOCynthia,9193,ITA,1:36.794,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,2,2,2,,19,HUOTMARCHANDTifany,7976,FRA,1:36.844,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,2,3,3,,57,ZAKHAROVAEvgeniya,7715,RUS,1:37.539,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,2,4,5,,13,PIERRONVeronique,6196,FRA,1:37.970,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,2,PEN,4,,25,THOMSONKathryn,8465,GBR,PEN,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,3,2,1,,29,MALISZEWSKANatalia,8437,POL,1:33.439,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,3,3,2,,27,BACSKAISaraLuca,8609,HUN,1:33.725,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,3,4,3,,30,RUSNAKOVAPetra,9297,SVK,1:34.646,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,3,5,5,,153,TalyaKAYE,9670,GBR,1:40.304,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,4,1,4,,4,vanRUIJVENLara,7710,NED,1:29.835,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,4,2,1,,15,EFREMENKOVAEkaterina,8750,RUS,1:29.985,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,4,3,2,,123,DeannaLOCKETT,9603,HUN,1:30.054,q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,4,4,5,,79,STORMOWSKAKamila,9008,POL,1:30.866,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,Quarterfinals,4,5,3,,32,SEJPALOVA-HRUZOVAMichaela,8553,CZE,1:30.884,,
