season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,1,1,4,,61,FrancoisHAMELIN,6167,CAN,1:26.739,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,1,2,3,,142,GOEMINNEGert-Jan,8707,BEL,1:26.988,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,1,3,2,,94,NicolaRODIGARI,6332,ITA,1:27.923,ADV
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,1,PEN,1,,77,TRANAaron,8528,USA,PEN,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,2,1,1,,157,HWANGDaeHeon,9115,KOR,1:20.875WR,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,2,2,4,,68,HironobuMURATAKE,8671,JPN,1:26.060,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,2,3,2,,121,PaulBEAUCHAMP,8560,FRA,1:27.195,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,2,4,3,,29,JUNGHyunWoo(Andy),8575,AUS,1:40.220,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,3,1,1,,36,RobertsZVEJNIEKS,8490,LAT,1:25.485,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,3,2,3,,24,SCHUBERTChristoph,7734,GER,1:25.586,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,3,3,2,,16,DavideVISCARDI,7440,ITA,1:25.748,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,3,4,4,,25,RichardSHOEBRIDGE,7825,GBR,1:26.182,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,4,1,3,,174,AdamCALLISTER,7954,USA,1:27.712,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,4,2,4,,9,JackWHELBOURNE,7437,GBR,1:27.842,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,4,3,2,,104,AZHGALIYEVAbzal,7685,KAZ,1:27.975,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1000m,m,Rep.Quarterfinals,4,4,1,,96,OLAHBence,7439,HUN,1:28.116,
