season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,1,1,1,,97,PieterGYSEL,6425,BEL,2:17.314,Q,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,1,2,3,,115,ThibautFAUCONNET,6785,FRA,2:17.625,Q,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,1,3,5,,141,ViktorKNOCH,6177,HUN,2:18.135,ADV,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,1,4,2,,152,ClaudioRINALDI,7261,ITA,2:18.938,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,1,DQ,4,,180,ViacheslavKURGINIAN,6934,RUS,DQ,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,1,DQ,6,,171,BartoszKONOPKO,7169,POL,DQ,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,2,1,3,,163,NielsKERSTHOLT,7067,NED,2:19.992,Q,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,2,2,6,,123,SebastianPRAUS,6364,GER,2:20.065,Q,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,2,3,2,,139,PeterDARAZS,6465,HUN,2:20.127,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,2,4,5,,157,SAULITISJekabs,7267,LAT,2:21.455,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,2,5,1,,178,RuslanZAKHAROV,6935,RUS,2:46.488,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,2,6,4,,150,CONFORTOLAYuri,6561,ITA,3:06.075,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,3,1,4,,156,HaraldsSILOVS,6458,LAT,2:17.115,Q,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,3,3,1,,96,WimdeDEYNE,6699,BEL,2:17.384,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,3,4,5,,124,PaulHERRMANN,6803,GER,2:17.622,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,3,5,2,,133,TomIVESON,6898,GBR,2:20.486,,
2008-2009,"2009 ISU European Championships, Italy",1500M,m,Semifinals,3,6,3,,140,GaborGALAMBOS,6010,HUN,2:26.069,,
