season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,1,1,4,,806,PieterGYSEL,6425,BEL,2:20.759,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,1,2,1,,852,SemenELISTRATOV,7293,RUS,2:21.398,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,1,3,5,,823,PaulHERRMANN,6803,GER,2:21.593,q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,1,4,6,,801,JeremyBECK,7283,AUS,2:22.213,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,1,5,2,,854,MatusUZAK,6510,SVK,2:22.516,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,1,6,3,,832,KazuyaHATTA,6578,JPN,2:22.589,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,2,1,4,,814,LIYe,6655,CHN,2:25.948,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,2,2,1,,865,TravisJAYNER,6300,USA,2:26.370,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,2,3,2,,851,ViacheslavKURGINIAN,6934,RUS,2:27.372,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,2,4,3,,840,MatthewFULLER,6448,NZL,2:27.845,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,2,5,5,,861,AndriyKOZHUKH,6133,UKR,2:28.546,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,3,1,4,,846,AHNHyun-Soo,6618,KOR,2:24.883,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,3,2,1,,826,NicolaRODIGARI,6332,ITA,2:24.955,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,3,3,5,,803,LachlanHAY,6845,AUS,2:25.260,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,3,4,2,,818,MAYunfeng,7284,CHN,2:25.781,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,3,5,3,,867,RyanBEDFORD,6956,USA,2:27.449,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,4,1,2,,847,LEEHo-Suk,6856,KOR,2:22.675,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,4,2,5,,816,SUIBaoKu,6416,CHN,2:23.161,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,4,3,4,,809,SteveROBILLARD,6494,CAN,2:23.365,q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,4,4,3,,827,CONFORTOLAYuri,6561,ITA,2:23.651,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,4,DQ,1,,802,AlexanderMERRIMAN,6160,AUS,DQ,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,5,1,3,,813,Marc-AndreMONETTE,6270,CAN,2:22.503,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,5,2,6,,834,FumihikoKAKUBARI,6024,JPN,2:22.645,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,5,3,1,,820,SebastianPRAUS,6364,GER,2:22.831,q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,5,4,2,,837,AslanDAUMOV,6119,KAZ,2:27.519,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,5,5,4,,860,AntonSIMON,6026,UKR,2:29.107,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,5,DQ,5,,839,NielsKERSTHOLT,7067,NED,DQ,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,6,1,5,,810,MathieuGIROUX,6852,CAN,2:19.516,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,6,2,1,,863,ShaniDAVIS,6498,USA,2:19.598,Q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,6,3,6,,825,FabioCARTA,6001,ITA,2:19.831,q
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,6,4,3,,857,TomasGRESCHNER,6633,SVK,2:21.375,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,6,5,2,,842,ZbigniewBRODKA,6096,POL,2:23.547,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(1),m,Heats,6,DQ,4,,830,JunjiITO,6579,JPN,DQ,
