season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,1,1,5,,144,VictorAN,8344,RUS,42.075,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,1,2,2,,16,DavideVISCARDI,7440,ITA,42.821,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,1,3,4,,22,JensALMEY,8595,BEL,42.936,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,1,4,3,,199,BartoszBIELECKI,9208,POL,43.790,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,1,5,1,,194,MARTINICIvan,8700,CRO,43.949,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,2,1,4,,15,BYKANOVVladislav,6178,ISR,42.021,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,2,2,2,,83,SHULGINOVAlexander,8752,RUS,42.028,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,2,3,3,,162,FiratYARDIMCI,8520,TUR,42.765,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,2,4,1,,203,OliverRINGER,8755,SVK,45.275,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,3,1,2,,62,KNEGTSjinkie,7352,NED,41.795,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,3,2,4,,80,JoshuaCHEETHAM,7925,GBR,42.742,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,3,3,3,,115,DavutTAHTACI,8647,TUR,notime,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,3,4,5,,40,VincentJEANNE,7890,FRA,notime,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,3,DNF,1,,119,GEORGIEVDimitar,8541,BUL,DNF,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,4,1,1,,86,BREEUWSMADaan,7218,NED,41.728,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,4,2,4,,84,CASSINELLIAndrea,7741,ITA,42.778,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,4,3,2,,111,EinarAGDESTEIN,8701,NOR,44.328,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,4,4,3,,170,TomRIETZKE,8563,GER,notime,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,5,1,2,,14,LEPAPESebastien,7554,FRA,41.714,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,5,2,1,,179,HOOGERWERFDylan,8497,NED,41.773,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,5,3,4,,43,DOTTITommaso,7604,ITA,42.098,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,500m,m,Heats,5,4,5,,151,RyanMcANUFF,9197,IRL,42.961,,
