season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",3000mRelay,m,Semifinals,1,1,2,,703,CANADA,7309,CAN,4:16.514,Q,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",3000mRelay,m,Semifinals,1,2,3,,719,UNITEDSTATES,7306,USA,4:21.871,Q,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",3000mRelay,m,Semifinals,1,3,4,,707,GERMANY,7302,GER,4:23.205,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",3000mRelay,m,Semifinals,1,4,1,,709,ITALY,7301,ITA,4:24.726,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",3000mRelay,m,Semifinals,2,1,1,,712,KOREA,7300,KOR,4:09.400,Q,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",3000mRelay,m,Semifinals,2,2,4,,710,JAPAN,7310,JPN,4:09.542,Q,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",3000mRelay,m,Semifinals,2,3,3,,716,RUSSIA,7307,RUS,4:11.150,,
2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",3000mRelay,m,Semifinals,2,4,2,,713,NETHERLANDS,7321,NED,4:11.408,,
