season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,1,1,3,,31,AriannaFONTANA,6227,ITA,1:32.416,Q,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,1,2,4,,56,PROSVIRNOVASofia,8509,RUS,1:32.533,Q,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,1,3,1,,52,vanRUIJVENLara,7710,NED,1:33.286,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,1,4,5,,40,YuiSAKAI,6229,JPN,1:46.573,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,1,5,2,,11,HANYuTong,8365,CHN,notime,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,2,2,4,,6,KimBOUTIN,8542,CAN,1:32.845,Q,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,2,3,5,,21,PIERRONVeronique,6196,FRA,1:32.949,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,2,4,3,,13,TAOJiaying,8667,CHN,1:36.428,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,2,PEN,2,,51,vanKERKHOFYara,7422,NED,PEN,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,3,1,2,,10,FANKexin,7694,CHN,1:32.434,Q,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,3,2,4,,58,ZAKHAROVAEvgeniya,7715,RUS,1:32.605,Q,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,3,3,5,,28,BernadettHEIDUM,6798,HUN,1:32.841,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,3,4,1,,49,AgneSEREIKAITE,7708,LTU,1:33.493,ADV,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,3,PEN,3,,9,MarianneST-GELAIS,7216,CAN,PEN,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,4,1,3,,22,CHRISTIEElise,7135,GBR,1:32.665,Q,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,4,2,1,,47,SHIMSukHee,8092,KOR,1:33.150,Q,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,4,3,4,,53,PatrycjaMALISZEWSKA,6154,POL,1:33.679,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,4,4,5,,7,KasandraBRADETTE,8058,CAN,1:34.599,,
2014-2015,ISU World Short Track Speed Skating Championships® 2015,1000m,w,Quarterfinals,4,5,2,,63,JessicaKOOREMAN,7649,USA,notime,,
