season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2000-2001,2001 World Championships - Korea,1500M,m,Heats,1,1,2,,,FENGKai,6058,CHN,2:22.695,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,1,2,6,,,OlegGLEBOV,6495,RUS,2:23.102,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,1,3,5,,,AndreHARTWIG,6635,GER,2:23.926,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,1,4,1,,,VolodymyrGRYGORIEV,6741,UKR,2:24.923,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,1,5,3,,,ZsoltLAJOS,6493,HUN,2:29.938,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,1,DQ,4,,,EricBEDARD,6703,CAN,DQ,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,2,1,1,,,ApoloAntonOHNO,6497,USA,2:28.997,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,2,2,4,,,JonathanGUILMETTE,6702,CAN,2:29.188,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,2,3,5,,,ArianNACHBAR,6637,GER,2:29.412,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,2,4,3,,,JonathanCLEINE,6534,NZL,2:30.350,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,2,5,2,,,CHIANGYen-Hsin,6505,TPE,2:49.155,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,3,2,4,,,MaurizioCARNINO,6333,ITA,2:38.705,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,3,3,2,,,SimonvanVOSSEL,7098,BEL,2:39.703,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,3,4,5,,,KirilPANDOV,6779,BUL,2:41.953,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,3,DNS,3,,,SANSARBILEGBold,6889,MGL,DNS,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,4,1,3,,,TakafumiNISHITANI,6323,JPN,2:24.626,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,4,2,4,,,BrunoLOSCOS,6643,FRA,2:24.711,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,4,3,6,,,DenisZASLAVSKY,6335,ISR,2:24.813,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,4,4,2,,,SaschaLAUBER,6634,SUI,2:26.518,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,4,5,5,,,GisleTVERLAND,7063,NOR,2:27.161,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,4,6,1,,,BATOKTEBRIBattulga,6890,MGL,3:01.257,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,5,1,2,,,MINRyoung,6619,KOR,2:25.237,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,5,2,1,,,LeonFLACK,6641,GBR,2:25.688,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,5,3,4,,,DaveVERSTEEG,6540,NED,2:26.171,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,5,4,5,,,RichardGOERLITZ,6063,AUS,2:27.483,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,5,5,3,,,DmitryVASILENKO,6713,RUS,2:34.223,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,6,1,2,,,NickyGOOCH,6640,GBR,2:28.188,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,6,2,5,,,DanielWEINSTEIN,6940,USA,2:28.700,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,6,3,6,,,MartinJOHANSSON,6509,SWE,2:29.260,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,6,4,1,,,MarkJACKSON,6941,NZL,2:29.316,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,6,5,3,,,NikolayFEDORENKO,6312,KAZ,2:29.779,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,6,6,4,,,AMBROZAITISSarunas,6891,LTU,2:42.874,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,7,1,2,,,ANYulong,6656,CHN,2:31.192,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,7,2,3,,,PieterGYSEL,6425,BEL,2:31.762,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,7,3,1,,,CHANGYung-Tai,6502,TPE,2:44.874,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,7,4,6,,,NicolaFRANCESCHINA,6331,ITA,3:14.017,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,7,DQ,4,,,RustySMITH,6496,USA,DQ,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,7,DQ,5,,,ANJung-Hyun,6617,KOR,DQ,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,8,1,3,,,MarcGAGNON,6701,CAN,2:32.141,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,8,2,1,,,YugoSHINOHARA,6325,JPN,2:32.220,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,8,3,4,,,LucBRIGATTI,6645,FRA,2:32.887,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,8,4,2,,,BalazsKNOCH,6341,HUN,2:33.253,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,8,5,5,,,MiroslavBOIADJIEV,6777,BUL,2:33.788,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,9,1,3,,,SatoruTERAO,6320,JPN,2:27.860,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,9,2,4,,,LEESeung-Jae,6621,KOR,2:27.885,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,9,3,6,,,CeesJUFFERMANS,6072,NED,2:30.388,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,9,4,5,,,YevgenYAKOVLEV,6751,UKR,2:32.460,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,9,5,2,,,IgorKUTOVOI,6052,KAZ,2:33.801,,
2000-2001,2001 World Championships - Korea,1500M,m,Heats,9,6,1,,,ChristianLUKAS,6631,AUT,2:34.458,,
