season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,1,2,2,,329,JAPAN,9024,JPN,6:46.115,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,1,3,4,,304,BELGIUM,9013,BEL,6:46.391,q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,1,PEN,3,,327,ITALY,9023,ITA,PEN,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,2,1,3,,305,CANADA,9016,CAN,6:46.977,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,2,2,1,,335,KOREA,9026,KOR,6:47.043,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,2,3,2,,339,NETHERLANDS,9027,NED,6:47.143,q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,2,4,4,,314,FRANCE,9018,FRA,6:50.840,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,3,1,1,,324,HUNGARY,9021,HUN,6:47.961,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,3,2,2,,309,CHINA,9022,CHN,6:48.286,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,3,3,4,,331,KAZAKHSTAN,9025,KAZ,6:49.361,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),5000mRelay,m,Quarterfinals,3,4,3,,351,UNITEDSTATES,9032,USA,6:57.422,
