season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,1,1,1,,207,FRANCE,7319,FRA,7:00.197,Q,
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,1,2,2,,212,NETHERLANDS,7321,NED,7:00.300,Q,
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,1,3,3,,213,POLAND,7326,POL,7:00.527,,
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,1,4,4,,216,UKRAINE,7308,UKR,7:02.422,,
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,2,1,2,,210,HUNGARY,7324,HUN,6:56.807,Q,
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,2,2,1,,211,ITALY,7301,ITA,6:57.268,Q,
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,2,3,4,,208,GERMANY,7302,GER,6:58.203,,
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,2,4,3,,209,GREATBRITAIN,7320,GBR,7:00.160,,
2008-2009,"2009 ISU European Championships, Italy",5000MRelay,m,Semifinals,2,5,5,,205,BULGARIA,7392,BUL,7:12.724,,
