season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,1,2,5,,143,ShaoangLIU,8564,HUN,2:21.468,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,1,3,3,,172,TjerkdeBOER,8747,NED,2:22.168,q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,1,4,4,,186,AYRAPETYANDenis,8098,RUS,2:22.327,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,1,5,1,,152,KIKUCHIKota,8620,JPN,2:22.765,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,1,6,6,,102,AlexBRYANT,8577,AUS,2:25.164,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,2,1,1,,161,KIMSiUn,8626,KOR,2:23.134,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,2,2,4,,155,YOSHINAGAKazuki,8745,JPN,2:23.334,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,2,3,2,,150,GIORDANOMarco,8616,ITA,2:23.966,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,2,4,3,,178,ANIKEJRafal,8749,POL,2:24.792,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,2,5,5,,134,FERCOQQuentin,8605,FRA,notime,ADV,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,2,PEN,6,,123,Marc-OlivierLEMAY,9093,CAN,PEN,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,3,1,4,,163,LIMYongJin,8767,KOR,2:27.978,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,3,2,1,,121,DUBOISSteven,9092,CAN,2:28.087,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,3,3,3,,187,EYBOGDaniil,8661,RUS,2:28.376,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,3,4,2,,174,KoenSLOOTWEG,8660,NED,2:29.198,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,3,5,5,,153,KiichiSHIGEHIRO,9110,JPN,2:38.334,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,3,PEN,6,,140,TobiasPIETZSCH,8735,GER,PEN,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,4,1,1,,160,HWANGDaeHeon,9115,KOR,2:20.492,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,4,2,5,,127,XUHongzhi,8070,CHN,2:20.979,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,4,3,4,,122,MaximeLAOUN,8599,CAN,2:21.175,q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,4,4,3,,210,TRANAaron,8528,USA,2:23.499,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,4,5,2,,149,MarkCHONG,9109,ITA,2:23.590,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,4,6,6,,159,ZHAXYBAYEVMersaid,8623,KAZ,2:24.601,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,4,7,7,,103,JUNGHyunWoo(Andy),8575,AUS,2:35.349,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,5,1,4,,125,MAWei,8728,CHN,2:24.281,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,5,2,1,,109,JensALMEY,8595,BEL,2:24.580,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,5,3,6,,137,NAVARROTristan,8559,FRA,2:24.644,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,5,4,5,,188,ArtemKOZLOV,8638,RUS,2:25.548,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,5,5,2,,158,SHAMUKHANOVYerkebulan,8672,KAZ,2:25.626,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,5,6,3,,196,FabriceDUFBERGSUH,8642,SWE,2:27.143,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Quarterfinals,5,7,7,,171,JasperBRUNSMANN,9122,NED,2:28.244,,
