season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,1,2,2,,6,GeneveBELANGER,8359,CAN,45.421,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,1,3,3,,1,DeannaLOCKETT,7956,AUS,46.683,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,1,4,4,,18,SEJPALOVA-HRUZOVAMichaela,8553,CZE,46.705,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,2,1,1,,12,ZANGYize,8725,CHN,45.824,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,2,2,3,,49,MALAGICHEmina,7989,RUS,45.963,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,2,3,2,,37,KIMJiYoo,8764,KOR,46.165,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,2,4,4,,48,MagdalenaWARAKOMSKA,8502,POL,46.570,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,3,1,1,,20,AnnaSEIDEL,8562,GER,45.072,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,3,2,2,,40,SONHakyung,8762,KOR,45.147,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,3,3,4,,31,KIKUCHISumire,7980,JPN,45.393,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,3,4,3,,50,MariaOBORINA,8709,RUS,45.403,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,4,1,1,,8,AudreyPHANEUF,8360,CAN,45.074,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,4,2,2,,52,EkaterinaSTRELKOVA,8378,RUS,45.158,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,4,3,3,,22,PetraJASZAPATI,8611,HUN,56.892,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,w,Quarterfinals,4,4,4,,42,RozaKOOYSTRA,8495,NED,56.965,,
