season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,1,1,3,,193,KOREA,7314,KOR,4:18.205,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,1,2,4,,186,CANADA,7312,CAN,4:20.648,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,1,3,1,,192,POLAND,7332,POL,4:31.792,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,1,4,2,,190,KAZAKHSTAN,7355,KAZ,4:43.891,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,2,1,2,,195,UNITEDSTATES,7316,USA,4:24.273,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,2,2,3,,188,GERMANY,7313,GER,4:24.529,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,2,3,1,,189,JAPAN,7304,JPN,4:26.348,q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,3,2,3,,194,RUSSIA,7315,RUS,4:26.154,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",3000mRelay,w,Heats,3,3,2,,191,NETHERLANDS,7322,NED,4:27.854,q
