season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(2),w,FinalB,1,1,5,,705,AnoukLEBLANC-BOUCHER,6795,CAN,2:27.444,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(2),w,FinalB,1,2,4,,727,YukaKAMINO,6945,JPN,2:27.658,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(2),w,FinalB,1,3,1,,707,NitaAVRITH,6304,CAN,2:27.716,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(2),w,FinalB,1,4,2,,729,MikaOZAWA,6318,JPN,2:27.835,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(2),w,FinalB,1,5,6,,717,AikaKLEIN,6359,GER,2:30.923,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1500m(2),w,FinalB,1,6,3,,709,AnneMALTAIS,6355,CAN,3:04.936,
