season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,1,1,3,,213,ThomasInsukHONG,8084,USA,41.067,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,1,2,2,,163,PARKNohWon,9265,KOR,41.126,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,1,3,1,,134,CyprienVACHERON,8733,FRA,41.882,q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,1,4,5,,177,EMONSFriso,9276,NED,43.152,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,1,5,4,,171,AugustinGERE,9270,LUX,1:03.548,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,2,2,2,,154,KOIKEKatsunori,9254,JPN,42.543,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,2,3,5,,167,KRUZBERGSKarlis,8629,LAT,43.051,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,2,4,4,,149,SeanMcANUFF,9198,IRL,43.347,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,2,5,3,,140,IvanRADEVIC,9242,GER,43.495,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,3,1,1,,119,Marc-OlivierLEMAY,9093,CAN,41.815,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,3,2,4,,192,ArtemDERKACH,9288,RUS,42.609,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,3,3,2,,162,MOONWonJun,9264,KOR,42.749,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,3,4,5,,105,ANDERMANNNico,8720,AUT,42.849,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,3,DNF,3,,152,LorenzoMORRONE,9250,ITA,DNF,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,4,1,1,,124,WANGPengyu,9231,CHN,42.121,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,4,2,3,,121,MarcoFritzSCHUMANN,9225,CAN,42.191,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,4,3,4,,132,ClementFLORAC,8732,FRA,42.455,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,4,4,5,,150,MarkCHONG,9109,ITA,42.698,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,4,5,2,,184,ANIKEJRafal,8749,POL,1:16.973,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,5,1,2,,131,FERCOQQuentin,8605,FRA,41.548,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,5,2,1,,156,KiichiSHIGEHIRO,9110,JPN,41.724,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,5,3,4,,123,WANGHaotian,9230,CHN,41.910,q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,5,4,5,,179,BramSTEENAART,9278,NED,42.048,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,5,5,3,,102,BLUNDENKeanu,8593,AUS,42.265,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,5,6,6,,172,MURPHYPeter,9269,LUX,43.851,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,6,1,3,,122,JIAHaidong,9229,CHN,42.006,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,6,2,4,,161,SHAMUKHANOVYerkebulan,8672,KAZ,42.080,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,6,3,5,,135,JackBURROWS,9101,GBR,42.296,q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,6,4,1,,169,RobertsZVEJNIEKS,8490,LAT,1:08.452,ADV,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,6,PEN,2,,193,SHULGINOVAlexander,8752,RUS,PEN,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,7,1,1,,164,KIMSiUn,8626,KOR,42.505,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,7,2,3,,144,AndrasSZIKLASI,9053,HUN,43.168,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,7,3,5,,108,DESMETStijn,8706,BEL,43.830,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,7,4,4,,118,GibsonLaurentHIMBEAULT,9226,CAN,47.518,ADV,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,7,PEN,2,,199,JacobJANSSON,8589,SWE,PEN,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,8,1,1,,157,YOSHINAGAKazuki,8745,JPN,41.517,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,8,2,2,,190,SITNIKOVPavel,9133,RUS,41.693,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,8,3,3,,160,YevgeniyREBIK,8714,KAZ,42.442,q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,8,4,5,,101,DenaliBLUNDEN,9081,AUS,45.534,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Heats,8,5,4,,206,TunaySIMSEK,9010,TUR,1:14.047,,
