season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,1,1,1,,177,ITALY,7317,ITA,4:24.725,Q,
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,1,2,2,,179,POLAND,7332,POL,4:26.754,Q,
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,1,3,3,,175,GREATBRITAIN,7331,GBR,4:26.755,q,
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,2,1,2,,174,GERMANY,7313,GER,4:24.201,Q,
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,2,2,3,,178,NETHERLANDS,7322,NED,4:26.703,Q,
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,2,3,1,,172,BELARUS,7479,BLR,4:37.391,,
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,3,1,3,,180,RUSSIA,7315,RUS,4:24.628,Q,
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,3,2,2,,176,HUNGARY,7323,HUN,4:24.736,Q,
2007-2008,"2008 ISU European Championships, Latvia",3000mRelay,w,Heats,3,3,1,,173,BULGARIA,7335,BUL,4:24.989,q,
