season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,1,1,1,,68,MaximeFORTIN,7137,CAN,44.047,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,1,2,3,,84,DennisWALZER,7144,GER,45.625,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,1,3,4,,117,JakubGINTER,7448,POL,47.165,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,1,4,2,,76,JakovDOMITREK,7145,CRO,49.628,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,2,1,2,,97,SatoshiSAKASHITA,6183,JPN,43.790,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,2,2,4,,110,KNEGTSjinkie,7352,NED,44.972,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,2,3,1,,60,GrantHESTER,7429,AUS,45.516,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,2,4,3,,109,PauliusGLUSINAS,7167,LTU,48.094,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,3,1,3,,82,CyrilLAFARGE,7435,FRA,45.170,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,3,2,2,,78,PetrHARGAS,6171,CZE,45.271,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,3,3,4,,85,DanielZETZSCHE,7436,GER,45.704,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,3,4,1,,62,UladzislauSHERAKOU,7115,BLR,45.940,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,4,1,1,,86,IanUPCOTT,7257,GBR,43.745,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,4,2,3,,118,SemenELISTRATOV,7293,RUS,43.782,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,4,3,2,,95,DavideVISCARDI,7440,ITA,45.500,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,4,4,4,,122,DejanHORVACKI,6936,SRB,1:05.862,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,5,1,2,,98,ShotaroTANAKA,7347,JPN,43.498,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,5,2,4,,115,RafalPIORECKI,7170,POL,43.606,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,5,3,1,,69,VincentCOURNOYER,7432,CAN,43.828,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,5,4,3,,102,AzamatNURMAGAMBETOV,7350,KAZ,51.998,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,6,1,5,,105,LEEJungSu,7266,KOR,44.893,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,6,2,4,,100,NurbergenZHUMAGAZIYEV,7349,KAZ,45.682,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,6,3,3,,90,OLAHBence,7439,HUN,46.642,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,6,4,2,,79,MatejKRUPKA,7133,CZE,46.781,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,6,5,1,,113,BradleyTUHI,7408,NZL,47.563,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,7,1,1,,81,SergePLANCHER,6310,FRA,43.802,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,7,2,4,,128,KyleUYEHARA,7453,USA,43.803,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,7,3,2,,108,NormansBEIKMANIS,7445,LAT,47.992,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,7,4,3,,121,DraganPERECIC,7451,SRB,58.026,,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,8,1,3,,104,LEEHan-Bin,7444,KOR,43.924,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,8,2,4,,119,DenisDOLGOPOLOV,7449,RUS,46.616,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",500M,m,Preliminaries,8,3,2,,93,AlexanderSELEZNOV,6204,ISR,47.548,,
