season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,w,Semifinals,1,1,3,,156,KOREA,7314,KOR,2:56.881,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,w,Semifinals,1,2,2,,149,CANADA,7312,CAN,2:57.995,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,w,Semifinals,1,3,4,,159,RUSSIA,7315,RUS,3:03.091,,
2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,w,Semifinals,1,DQ,1,,154,JAPAN,7304,JPN,DQ,,
2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,w,Semifinals,2,1,3,,153,ITALY,7317,ITA,2:58.286,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,w,Semifinals,2,2,1,,151,GREATBRITAIN,7331,GBR,2:59.133,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,w,Semifinals,2,3,4,,158,POLAND,7332,POL,3:06.916,,
2007-2008,"2008 ISU World Junior Championships, Italy",2000MRelay,w,Semifinals,2,4,2,,150,GERMANY,7313,GER,3:10.087,,
