season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,1,1,3,,1001,CANADA,7312,CAN,3:06.996,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,1,2,1,,1013,RUSSIA,7315,RUS,3:09.913,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,1,3,2,,1014,SLOVAKIA,7333,SVK,3:12.638,
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,2,1,2,,1007,JAPAN,7310,JPN,3:05.129,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,2,2,3,,1011,POLAND,7332,POL,3:05.221,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,2,3,1,,1004,GERMANY,7313,GER,3:05.368,q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,2,4,4,,1012,ROMANIA,8123,ROU,3:27.430,
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,3,1,2,,1009,KOREA,7314,KOR,3:13.322,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,3,2,3,,1003,CZECHREPUBLIC,8124,CZE,3:23.833,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,3,DQ,1,,1000,BULGARIA,7335,BUL,DQ,
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,4,1,2,,1002,CHINA,7311,CHN,3:10.694,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,4,2,1,,1005,HUNGARY,7323,HUN,3:13.395,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,4,3,3,,1008,KAZAKHSTAN,7355,KAZ,3:21.479,
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,5,1,1,,1006,ITALY,7317,ITA,3:04.984,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,5,2,3,,1016,UNITEDSTATES,7316,USA,3:05.099,Q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,5,3,2,,1010,NETHERLANDS,7322,NED,3:05.201,q
2005-2006,"2006 World Junior Championships, Romania",2000MRelay,w,Heats,5,4,4,,1015,UKRAINE,7334,UKR,3:46.699,
