season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,1,1,1,,,CHINA,7303,CHN,7:08.379,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,1,2,2,,,UNITEDSTATES,7306,USA,7:10.636,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,1,3,4,,,D.P.R.ofKorea,8297,PRK,7:17.628,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,1,4,3,,,HUNGARY,7324,HUN,7:26.720,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,2,1,1,,,KOREA,7300,KOR,7:04.218,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,2,2,2,,,AUSTRALIA,7305,AUS,7:05.951,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,2,3,3,,,NETHERLANDS,7321,NED,7:06.626,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,3,1,2,,,JAPAN,7304,JPN,7:06.905,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,3,2,1,,,ITALY,7301,ITA,7:07.238,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,3,3,3,,,FRANCE,7319,FRA,7:21.262,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,3,4,4,,,SWEDEN,8271,SWE,7:32.009,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,4,1,1,,,CANADA,7309,CAN,7:08.710,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,4,2,2,,,GREATBRITAIN,7320,GBR,7:09.740,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,4,3,3,,,RUSSIA,7307,RUS,7:16.400,
1997-1998,1997 Olympic Qualifier,5000MRelay,m,Heats,4,4,4,,,GERMANY,7302,GER,7:23.321,
