season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,1,1,2,,205,JAPAN,7304,JPN,4:20.455,Q
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,1,2,4,,202,GREATBRITAIN,7331,GBR,4:20.461,Q
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,1,4,3,,207,NETHERLANDS,7322,NED,4:38.397,
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,2,1,4,,199,CANADA,7312,CAN,4:18.021,Q
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,2,2,3,,204,ITALY,7317,ITA,4:18.419,Q
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,2,3,2,,201,GERMANY,7313,GER,4:18.581,q
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,2,4,1,,208,RUSSIA,7315,RUS,4:18.963,
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,3,1,2,,209,UNITEDSTATES,7316,USA,4:15.211,Q
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,3,2,1,,203,HUNGARY,7323,HUN,4:17.528,Q
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,3,3,3,,198,BULGARIA,7335,BUL,4:22.443,q
2008-2009,"Samsung ISU World Cup 2008/2009, BUL, Sofia",3000mRelay,w,Quarterfinals,3,4,4,,206,KOREA,7314,KOR,,
