season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,1,1,3,,332,RUSSIA,9029,RUS,6:54.955,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,1,2,1,,323,KAZAKHSTAN,9025,KAZ,6:55.838,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,1,3,2,,327,LATVIA,9034,LAT,6:57.075,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,1,4,4,,334,TURKEY,9030,TUR,7:07.730,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,2,1,1,,317,HUNGARY,9021,HUN,6:51.814,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,2,2,3,,338,UNITEDSTATES,9032,USA,6:52.538,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,2,3,4,,316,GREATBRITAIN,9019,GBR,7:00.094,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,2,4,2,,336,UKRAINE,9031,UKR,7:16.693,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,3,1,1,,325,KOREA,9026,KOR,6:51.348,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,3,2,3,,306,CANADA,9016,CAN,6:52.199,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,3,3,2,,301,AUSTRALIA,9012,AUS,7:00.501,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,3,4,4,,303,BELARUS,9014,BLR,7:04.013,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,4,1,4,,328,NETHERLANDS,9027,NED,6:47.353,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,4,2,1,,321,JAPAN,9024,JPN,6:47.428,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,4,3,2,,319,ITALY,9023,ITA,6:47.718,q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,4,DNF,3,,302,AUSTRIA,9074,AUT,DNF,
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,5,1,4,,308,CHINA,9022,CHN,6:54.072,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,5,2,2,,313,FRANCE,9018,FRA,6:54.810,Q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,5,3,3,,305,BELGIUM,9013,BEL,6:56.302,q
2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),5000mRelay,m,Heats,5,4,1,,331,POLAND,9028,POL,7:03.097,
