season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,1,1,4,,41,deVinWONG,8401,MAS,3:02.019,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,1,2,3,,38,LucasNG,8067,SGP,3:02.073,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,1,3,2,,138,CHUSidneyK,9056,HKG,3:02.164,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,1,4,1,,47,SUJun-Peng,8643,TPE,3:02.173,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,2,1,1,,134,TunaySIMSEK,9010,TUR,2:42.646,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,2,2,5,,48,ANDERMANNDominic,8078,AUT,2:42.997,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,2,3,3,,198,SalvijusRAMANAUSKAS,9119,LTU,2:43.034,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,2,4,6,,42,IvanMOJSILOVIC,8640,SRB,2:48.272,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,2,5,2,,136,MatejFILIP,8641,SVK,2:53.407,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,2,PEN,4,,119,GEORGIEVDimitar,8541,BUL,PEN,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,3,1,1,,45,ANIKEJRafal,8749,POL,2:25.315,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,3,2,5,,24,SCHUBERTChristoph,7734,GER,2:25.928,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,3,3,4,,33,ZacharyBIGGS,8635,NZL,2:26.043,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,3,4,3,,150,SebastianCANO,9201,COL,2:27.289,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,3,5,2,,204,MukerremDENIZ,9211,TUR,2:27.306,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,3,6,6,,194,MARTINICIvan,8700,CRO,2:30.037,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,4,1,3,,81,TREACYFarrell,8392,GBR,2:29.114,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,4,2,6,,142,GOEMINNEGert-Jan,8707,BEL,2:29.322,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,4,3,2,,35,PierreBODA,7588,AUS,2:29.505,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,4,4,1,,151,RyanMcANUFF,9197,IRL,2:29.616,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,4,5,5,,143,JacobJANSSON,8589,SWE,2:30.274,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,4,6,4,,111,EinarAGDESTEIN,8701,NOR,2:31.629,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,5,1,2,,43,DOTTITommaso,7604,ITA,2:32.618,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,5,2,6,,29,JUNGHyunWoo(Andy),8575,AUS,2:32.758,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,5,3,1,,21,NurbergenZHUMAGAZIYEV,7349,KAZ,2:33.016,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,5,4,5,,80,JoshuaCHEETHAM,7925,GBR,2:33.125,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,5,5,3,,39,EdinBRANKOVIC,7256,BIH,2:34.367,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,5,6,4,,49,HANDEIVolodymyr,8525,UKR,2:35.352,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,6,1,5,,179,HOOGERWERFDylan,8497,NED,2:29.464,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,6,2,2,,15,BYKANOVVladislav,6178,ISR,2:29.519,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,6,3,6,,85,NAVARROTristan,8559,FRA,2:29.734,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,6,4,1,,22,JensALMEY,8595,BEL,2:29.823,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,6,5,3,,36,RobertsZVEJNIEKS,8490,LAT,2:30.038,,
2016-2017,ISU World Short Track Championships 2017,1500m,m,RankingFinals,6,6,4,,12,NIKISHADenis,8396,KAZ,2:30.354,,
