season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,1,1,2,,325,KOREA,9026,KOR,6:45.012,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,1,2,1,,314,HUNGARY,9021,HUN,6:45.371,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,1,3,4,,321,KAZAKHSTAN,9025,KAZ,6:46.890,q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,1,PEN,3,,316,ITALY,9023,ITA,PEN,
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,2,1,3,,327,NETHERLANDS,9027,NED,6:49.126,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,2,3,2,,319,JAPAN,9024,JPN,6:59.722,q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,2,4,4,,326,LATVIA,9034,LAT,6:59.812,
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,3,1,1,,304,CANADA,9016,CAN,6:59.603,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,3,2,2,,307,CHINA,9022,CHN,6:59.871,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,3,PEN,3,,309,FRANCE,9018,FRA,PEN,
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),5000mRelay,m,Quarterfinals,3,YC,4,,337,UNITEDSTATES,9032,USA,YC,
