season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,1,1,1,,16,LIUQiuhong,6286,CHN,1:32.022,Q
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,1,2,2,,8,JessicaGREGG,6141,CAN,1:32.406,Q
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,1,3,3,,38,SayuriSHIMIZU,7544,JPN,1:46.962,ADV
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,1,PEN,4,,43,LEESoYoun,8436,KOR,PEN,
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,2,2,2,,44,PARKSeung-Hi,7164,KOR,1:30.412,Q
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,2,3,4,,1,JulieJUNG,7838,AUS,1:30.890,
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,2,4,3,,35,YuiSAKAI,6229,JPN,1:31.244,
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,3,1,2,,11,MarianneST-GELAIS,7216,CAN,1:31.797,Q
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,3,2,1,,17,WANGMeng,6594,CHN,1:31.987,Q
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,3,3,3,,54,TatianaBORODULINA,7483,RUS,1:32.229,
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,3,4,5,,30,VALCEPINAMartina,7159,ITA,1:32.838,
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,3,5,4,,36,YasukoSAKASHITA,6189,JPN,1:32.935,
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,4,1,1,,12,CarolineTRUCHON,7908,CAN,1:33.807,Q
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,4,2,2,,41,CHOIJiHyun,7711,KOR,1:33.923,Q
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,4,3,4,,21,WALTERBianca,7232,GER,1:34.449,
2012-2013,"ISU World Cup 2012/2013, Shanghai (CHN)",1000m(1),w,Quarterfinals,4,PEN,3,,13,FANKexin,7694,CHN,PEN,
