season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,1,1,2,,37,AyukoITO,6791,JPN,1:35.572,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,1,2,3,,24,CharlotteGILMARTIN,7136,GBR,1:35.717,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,1,3,4,,26,ErikaHUSZAR,6373,HUN,1:35.750,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,1,4,1,,49,PatrycjaMALISZEWSKA,6154,POL,1:36.287,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,2,1,3,,3,MarianneST-GELAIS,7216,CAN,1:34.657,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,2,2,1,,27,RozsaDARAZS,6797,HUN,1:35.060,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,2,3,2,,47,JessicaAUSMA,7553,NED,1:35.559,q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,2,4,4,,33,VIVIANIElena,7583,ITA,1:37.071,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,3,1,4,,12,ZHAONannan,7150,CHN,1:33.357,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,3,2,3,,8,JessicaHEWITT,7548,CAN,1:33.461,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,3,3,1,,45,SannevanKERKHOF,6835,NED,1:33.802,q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,3,4,2,,52,ValeriyaREZNIK,6573,RUS,1:33.906,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,4,1,4,,29,AriannaFONTANA,6227,ITA,1:35.302,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,4,2,2,,13,FANKexin,7694,CHN,1:35.509,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,4,3,1,,53,LiaSTEPANOVA,6150,RUS,1:35.736,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,4,4,3,,22,PAPAKONSTANTIEfi,7698,GER,1:39.168,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,5,1,1,YC,34,YuiSAKAI,6229,JPN,1:36.240,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,5,2,4,,64,MorganIZYKOWSKI,7720,USA,1:36.427,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,5,3,2,,40,InnaSIMONOVA,7241,KAZ,1:36.604,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,5,4,3,,57,TatianaBODOVA,7250,SVK,1:36.667,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,6,1,4,,60,LanaGEHRING,7254,USA,1:33.903,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,6,2,1,,43,AnnitavanDOORN,6440,NED,1:34.028,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,6,3,2,,55,YuliaKICHAPOVA,7714,RUS,1:34.121,q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,6,4,3,,6,ValerieLAMBERT,7132,CAN,1:34.356,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,7,1,2,,10,LIUQiuhong,6286,CHN,1:40.385,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,7,2,1,,32,VALCEPINAMartina,7159,ITA,1:40.516,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,7,3,3,,20,JosephineMESCHNIK,7821,GER,1:40.686,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,8,1,3,,61,AlysonDUDEK,7290,USA,1:35.169,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,8,2,2,,16,PIERRONVeronique,6196,FRA,1:35.254,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,8,3,4,,38,SayuriSHIMIZU,7544,JPN,1:35.341,q
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m(1),w,Preliminaries,8,4,1,,21,ElisaLENKE,7124,GER,1:37.503,
