season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,SemiFinals,1,1,1,,205,KOREA,7300,KOR,7:00.196,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,SemiFinals,1,2,2,,203,ITALY,7301,ITA,7:00.738,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,SemiFinals,1,3,3,,210,FRANCE,7319,FRA,7:11.745,
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,SemiFinals,1,4,4,,206,POLAND,7326,POL,7:11.934,
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,SemiFinals,2,1,3,,202,CHINA,7303,CHN,7:05.865,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,SemiFinals,2,2,1,,201,CANADA,7309,CAN,7:06.064,Q
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,SemiFinals,2,3,2,,204,JAPAN,7310,JPN,7:06.942,
2006-2007,"23rd Winter Universade, Italy, Torino",5000mRelay,m,SemiFinals,2,4,4,,208,UKRAINE,7308,UKR,7:15.959,
