season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,1,1,1,,,KOREA,7300,KOR,6:55.192,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,1,2,2,,,GERMANY,7302,GER,7:32.519,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,1,DQ,3,,,UNITEDSTATES,7306,USA,DQ,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,2,1,3,,,ITALY,7301,ITA,7:03.722,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,2,2,4,,,GREATBRITAIN,7320,GBR,7:04.402,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,2,3,1,,,CHINA,7303,CHN,7:07.212,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,2,4,2,,,BULGARIA,7392,BUL,7:21.861,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,3,1,1,,,CANADA,7309,CAN,7:02.839,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,3,2,3,,,JAPAN,7304,JPN,7:03.464,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,3,3,4,,,NETHERLANDS,7321,NED,7:05.672,
2000-2001,2000 World Cup - Calgary,5000MRelay,m,Heats,3,4,2,,,AUSTRALIA,7305,AUS,7:17.164,
