season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2010-2011,"2011 ISU European Championships, NED, Heerenveen",3000mRelay,w,Heats,1,1,1,,185,NETHERLANDS,7322,NED,4:20.744,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",3000mRelay,w,Heats,1,2,2,,182,GERMANY,7313,GER,4:22.354,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",3000mRelay,w,Heats,1,3,3,,186,POLAND,7332,POL,4:24.766,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",3000mRelay,w,Heats,1,4,4,,180,BELARUS,7479,BLR,4:35.228,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",3000mRelay,w,Heats,2,1,2,,184,ITALY,7317,ITA,4:24.038,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",3000mRelay,w,Heats,2,2,4,,183,HUNGARY,7323,HUN,4:24.143,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",3000mRelay,w,Heats,2,3,3,,181,BULGARIA,7335,BUL,4:29.520,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",3000mRelay,w,Heats,2,DNF,1,,187,RUSSIA,7315,RUS,DNF,,
