season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,1,1,1,,309,CANADA,9049,CAN,4:14.894,Q
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,1,2,4,,316,GERMANY,9080,GER,4:15.157,Q
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,1,3,3,,319,HUNGARY,9043,HUN,4:22.370,
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,1,PEN,2,,323,JAPAN,9047,JPN,PEN,
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,2,2,2,,335,RUSSIA,9046,RUS,4:11.255,Q
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,2,3,4,,339,UNITEDSTATES,9045,USA,4:13.608,q
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,2,4,3,,326,KAZAKHSTAN,9149,KAZ,4:17.084,
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,3,1,1,,310,CHINA,9048,CHN,4:10.565,Q
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,3,2,2,,331,NETHERLANDS,9040,NED,4:11.259,Q
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,3,3,3,,322,ITALY,9039,ITA,4:11.658,q
2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),3000mRelay,w,Quarterfinals,3,4,4,,315,FRANCE,9042,FRA,4:12.374,
