season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,1,1,0,,50,CHUNLee-Kyung,6869,KOR,47.21,,5
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,1,2,0,,19,YANGAYang,6649,CHN,47.26,,3
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,1,3,0,,43,AnkeJannieLANDMAN,6538,NED,47.51,,2
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,1,4,0,,23,SusanneBUSCH,6715,GER,47.55,,1
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,2,1,0,,49,KIMSo-Hee,6369,KOR,46.47,,5
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,2,2,0,,13,AnniePERREAULT,6660,CAN,46.74,,3
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,2,3,0,,20,ZHANGDongxiang,6100,CHN,46.98,,2
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,2,4,0,,36,IkueTESHIGAWARA,6315,JPN,47.22,,1
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,3,1,0,,17,WANGChunlu,6648,CHN,45.74,,5
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,3,2,0,,12,IsabelleCHAREST,6700,CAN,45.84,,3
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,3,3,0,,8,EvgeniaRADANOVA,6775,BUL,46.32,,2
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,3,4,0,,61,CASHMANKaren,6900,USA,46.90,,1
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,4,1,0,,51,KIMYun-Mi,6480,KOR,46.17,,5
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,4,2,0,,60,AmyPETERSON,6528,USA,46.47,,3
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,4,3,0,,31,MarinellaCANCLINI,6327,ITA,46.49,,2
1994-1995,1995 World Short Track Speed Skating Championship,500M,w,QuarterFinals,4,4,0,,28,DebbiePALMER,6638,GBR,47.37,,1
