season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,1,1,4,,41,PARKYoonJung,9538,KOR,1:31.787,QA,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,1,2,1,,11,LIXuan,9003,CHN,1:31.857,QA,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,1,3,3,,6,ClaudiaHEENEY,9509,CAN,1:32.106,qA,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,1,4,5,,54,STORMOWSKAKamila,9008,POL,1:33.028,QB,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,1,5,2,,56,SofyaBOYTSOVA,9286,RUS,notime,qB,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,2,1,1,,42,SEOWhiMin,9263,KOR,1:31.989,QA,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,2,2,2,,10,LIJinyu,9094,CHN,1:32.137,QA,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,2,3,5,,72,BINEYMaame,9144,USA,1:32.308,QB,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,2,4,3,,33,WATANABEAoi,8744,JPN,1:32.447,QB,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1000m,w,Semifinals,2,5,4,,59,VeraRASSKAZOVA,9463,RUS,1:32.500,qB,
