season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,1,1,2,,120,KIMJiYoo,8764,KOR,1:36.166,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,1,2,3,,23,PetraJASZAPATI,8611,HUN,1:36.299,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,1,3,1,,19,AnnaSEIDEL,8562,GER,1:36.489,ADV,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,1,4,5,,98,UZAKOVAMariia-Mahdalyna,8759,UKR,1:37.347,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,1,PEN,4,,4,FANKexin,7694,CHN,PEN,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,2,1,4,,13,SHIMSukHee,8092,KOR,1:34.460,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,2,2,1,,31,HUOTMARCHANDTifany,7976,FRA,1:34.730,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,2,3,2,,10,CharlotteGILMARTIN,7136,GBR,1:35.562,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,2,4,3,,17,LuciaPERETTI,7160,ITA,1:37.706,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,3,2,2,,111,AriannaFONTANA,6227,ITA,1:36.912,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,3,3,4,,11,vanKERKHOFYara,7422,NED,1:36.944,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,3,4,1,,84,VeraTRYBUL,9161,BLR,1:37.614,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,3,5,5,,35,BURICKatarina,8550,CRO,1:39.355,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,4,1,1,,50,PROSVIRNOVASofia,8509,RUS,1:36.205,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,4,2,4,,40,ZANGYize,8725,CHN,1:36.246,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,4,3,3,,69,AndreaKESZLER,7147,HUN,1:36.380,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,4,4,2,,154,GabriellaHACHEM,9142,USA,1:37.196,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,5,1,1,,2,MarianneST-GELAIS,7216,CAN,1:35.234,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,5,2,2,,60,KONSTANTINOVAEkaterina,8510,RUS,1:35.524,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,5,3,4,,64,KIKUCHISumire,7980,JPN,1:35.725,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,5,4,3,,38,MANOILOVAKatrin,8539,BUL,1:36.674,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,5,5,5,,135,LINYu-Tzu,8087,TPE,1:39.383,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,6,1,2,,125,Marie-EveDROLET,6059,CAN,1:37.203,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,6,2,4,,24,DeannaLOCKETT,7956,AUS,1:37.255,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,6,3,3,,61,MALISZEWSKANatalia,8437,POL,1:37.392,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,6,4,1,,12,SEJPALOVA-HRUZOVAMichaela,8553,CZE,1:37.471,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,7,1,3,,6,GUOYihan,8364,CHN,1:34.431,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,7,2,1,,22,PIERRONVeronique,6196,FRA,1:34.554,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,7,3,4,,26,DESMETHanne,8699,BEL,1:35.181,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,7,4,2,,33,KaterinaNOVOTNA,6647,CZE,1:35.221,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,7,5,5,,28,MagdalenaWARAKOMSKA,8502,POL,1:35.898,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,8,1,2,,1,CHOIMinJeong,8625,KOR,1:39.553,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,8,2,4,,16,HitomiSAITO,7576,JPN,1:40.584,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,8,3,1,,72,THOMSONKathryn,8465,GBR,1:40.680,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,8,4,3,,140,ErikaLINDGREN,9210,SWE,1:41.983,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,8,5,5,,124,CheyenneGOH,9291,SGP,1:43.837,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,9,1,1,,20,JessicaKOOREMAN,7649,USA,1:33.212,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,9,2,2,,51,deVRIESRianne,8333,NED,1:33.415,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,9,3,4,,49,KimBOUTIN,8542,CAN,1:33.717,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,9,4,3,,121,AgneSEREIKAITE,7708,LTU,1:42.280,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,10,1,5,,5,SCHULTINGSuzanne,8493,NED,1:33.365,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,10,2,1,,54,WALTERBianca,7232,GER,1:34.924,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,10,3,2,,156,AnastassiyaKRESTOVA,7981,KAZ,1:35.095,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,10,3,3,,79,KIKUCHIMoemi,7584,JPN,1:35.095,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Heats,10,5,4,,32,AlicaPORUBSKA,8514,SVK,1:35.173,,
