season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,1,1,1,,93,DenisBELLOTTI,6807,ITA,1:29.696,Q,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,1,2,4,,63,WimdeDEYNE,6699,BEL,1:29.740,Q,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,1,3,3,,71,ThibautFAUCONNET,6785,FRA,1:29.781,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,1,4,2,,112,RuslanZAKHAROV,6935,RUS,1:30.263,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,1,5,5,,118,MatusUZAK,6510,SVK,1:30.266,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,2,1,2,,98,HaraldsSILOVS,6458,LAT,1:28.638,Q,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,2,3,3,,83,PaulSTANLEY,7054,GBR,1:29.101,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,2,4,5,,66,KirilPANDOV,6779,BUL,1:29.280,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,2,DQ,4,,72,MaximeCHATAIGNIER,6106,FRA,DQ,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,3,1,3,,81,JonELEY,6592,GBR,1:29.922,Q,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,3,2,2,,77,TysonHEUNG,6240,GER,1:30.049,Q,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,3,3,5,,64,PieterGYSEL,6425,BEL,1:30.131,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,3,4,1,,99,NielsKERSTHOLT,7067,NED,2:03.918,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,3,DQ,4,,73,JeanCharlesMATTEI,6057,FRA,DQ,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,4,1,3,,95,CONFORTOLAYuri,6561,ITA,1:30.282,Q,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,4,2,4,,76,SebastianPRAUS,6364,GER,1:30.356,Q,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,4,3,5,,65,ArnoJASPERS,7117,BEL,1:32.799,,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,4,4,1,,87,ViktorKNOCH,6177,HUN,1:50.844,ADV,
2006-2007,"2007 ISU European Championships, Great Britain",1000m,m,QuarterFinals,4,DQ,2,,113,EvgeniiKOZULIN,7272,RUS,DQ,,
