season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),3000mRelay,w,Semifinals,1,1,3,,325,RUSSIA,9046,RUS,4:17.411,QA
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),3000mRelay,w,Semifinals,1,2,4,,308,CANADA,9049,CAN,4:17.922,QA
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),3000mRelay,w,Semifinals,1,3,2,,317,JAPAN,9047,JPN,4:17.930,QB
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),3000mRelay,w,Semifinals,1,DNS,1,,322,NETHERLANDS,9040,NED,DNS,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),3000mRelay,w,Semifinals,2,1,2,,314,ITALY,9039,ITA,4:17.825,QA
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),3000mRelay,w,Semifinals,2,3,1,,309,CHINA,9048,CHN,4:18.143,QB
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),3000mRelay,w,Semifinals,2,4,4,,324,POLAND,9041,POL,4:38.393,QB
