season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,1,1,5,,136,LEESeung-Hoon,6185,KOR,5:15.177,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,1,2,7,,137,SUNGSi-Bak,6811,KOR,5:15.263,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,1,3,1,,116,ZHAOQinyu,6169,CHN,5:15.589,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,1,4,6,,110,MichaelGILDAY,6195,CAN,5:16.512,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,1,5,3,,131,TOMONOKiyotaka,7206,JPN,5:18.668,
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,1,6,4,,101,AndrePULEC,6054,AUT,5:19.517,
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,1,7,8,,163,KyleCARR,6134,USA,5:19.566,
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,1,8,2,,107,MathieuGIROUX,6852,CAN,5:49.206,
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,2,1,6,,112,HANJialiang,6168,CHN,4:52.504,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,2,2,5,,135,LEEHyeon-Sung,7207,KOR,4:52.617,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,2,3,4,,134,CHONam-Kyu,6908,KOR,4:52.687,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,2,4,8,,125,CONFORTOLAYuri,6561,ITA,4:52.767,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,2,5,7,,106,RemiBEAULIEU,6299,CAN,4:52.894,
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,2,6,1,,152,TomasGRESCHNER,6633,SVK,5:01.060,
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,2,7,2,,169,JeanCharlesMATTEI,6057,FRA,5:11.043,
2006-2007,"23rd Winter Universade, Italy, Torino",3000m,m,SemiFinals,2,8,3,,132,DaisukeUEMURA,6118,JPN,5:22.890,
