season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,1,1,3,,32,AriannaFONTANA,6227,ITA,46.842,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,1,2,2,,10,ValerieMALTAIS,6216,CAN,47.295,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,1,3,1,,50,SannevanKERKHOF,6835,NED,47.734,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,1,4,4,,70,KatherineREUTTER-ADAMEK,7255,USA,1:10.135,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,2,1,1,,42,CHOIJung-Won,7242,KOR,48.006,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,2,2,2,,37,YuiSAKAI,6229,JPN,48.435,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,2,3,3,,1,MCSWEENEYBree,6211,AUS,48.703,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,2,4,4,,41,YelenaSKACHKOVA,6231,KAZ,49.503,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,3,1,3,,43,JUNGEun-Ju,6297,KOR,50.188,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,3,2,1,,40,InnaSIMONOVA,7241,KAZ,51.443,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,3,3,2,,21,JuliaRIEDEL,6287,GER,1:09.256,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,3,4,4,,38,BibaSAKURAI,7240,JPN,1:20.503,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,4,1,2,,52,PatrycjaMALISZEWSKA,6154,POL,47.306,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,4,2,3,,24,RozsaDARAZS,6797,HUN,47.702,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,4,3,1,,59,DROGAYTSEVAVictoria,7247,RUS,48.239,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,4,4,4,,11,KANGLuqian,6218,CHN,48.353,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,5,1,1,,12,QIMengyao,6285,CHN,46.937,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,5,2,3,,20,BURNETTChenai,7230,GBR,47.044,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,5,3,2,,25,BernadettHEIDUM,6798,HUN,47.078,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,5,4,4,,8,AndreaDO-DUC,6215,CAN,47.299,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,6,1,2,,9,JessicaGREGG,6141,CAN,46.875,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,6,2,1,,45,PARKSun-Young,6159,KOR,47.322,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,6,3,3,,19,PIERRONVeronique,6196,FRA,47.670,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,6,4,4,,22,SANDECKJuliane,7231,GER,50.068,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,7,1,3,,47,EvitaKRIEVANE,6833,LAT,47.103,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,7,2,2,,71,CarlyWILSON,6153,USA,47.707,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,7,3,1,,35,AyukoITO,6791,JPN,47.875,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,7,4,4,,49,JorienterMORS,6146,NED,48.703,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,8,1,1,,14,ZHOUYang,6222,CHN,47.248,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,8,2,3,,58,EkaterinaBELOVA,6190,RUS,47.365,Q
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,8,3,2,,27,SzandraLAJTOS,6339,HUN,47.443,
2005-2006,"2006 World Junior Championships, Romania",500M,w,Heats,8,4,4,,31,EkaterinaSTUKANOV,6790,ISR,48.717,
