season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,1,1,1,,7,LEEJuneSeo,9370,KOR,40.482,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,1,2,5,,16,deLAATItzhak,7746,NED,40.745,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,1,3,3,,5,WUDajing,7729,CHN,42.095,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,1,4,4,,187,PIERRE-GILLESJordan,9640,CAN,notime,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,1,PEN,2,,176,EYBOGDaniil,8661,RUS,PEN,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,2,1,2,,67,AZHGALIYEVAbzal,7685,KAZ,40.571,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,2,2,4,,17,DESMETStijn,8706,BEL,40.756,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,2,3,1,,92,IVLIEVKonstantin,9417,RUS,40.762,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,2,4,5,,8,RENZiwei,8601,CHN,41.029,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),500m,m,Semifinals,2,5,3,,64,DIONPascal,8999,CAN,41.151,
