season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,1,1,2,,22,VALCEPINAArianna,7705,ITA,46.229,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,1,2,1,,10,HANYuTong,8365,CHN,46.377,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,1,3,4,,38,vanRUIJVENLara,7710,NED,46.670,q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,1,4,3,,53,SarahCHEN,7722,USA,46.688,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,2,1,1,,41,AHNSeJung,7985,KOR,46.192,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,2,2,3,,20,NicoleMARTINELLI,8089,ITA,46.831,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,2,3,4,,51,YouYoungCHEA,8380,USA,46.925,q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,2,4,2,,46,EkaterinaBARANOK,7822,RUS,47.431,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,3,1,1,,43,HWANGHyunSun,7713,KOR,45.244,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,3,2,2,,18,KONYAZsofia,7701,HUN,45.564,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,3,3,3,,8,LeaTHIBAULT,8361,CAN,46.061,q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,3,4,4,,3,DeannaLOCKETT,7956,AUS,46.084,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,4,1,1,,12,WANGXue,8363,CHN,45.929,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,4,2,2,,49,ZAKHAROVAEvgeniya,7715,RUS,46.613,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,4,3,3,,14,CHUNG_FALSCHHsiao-Ying,8367,TPE,47.177,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,4,4,4,,16,LenkaZAHUMENSKA,7975,CZE,47.203,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,5,1,1,,33,AgneSEREIKAITE,7708,LTU,45.464,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,5,2,3,,9,GUOYihan,8364,CHN,45.532,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,5,3,2,,47,YuliaKICHAPOVA,7714,RUS,45.850,q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,5,4,4,,37,LoisKLOOR,8376,NED,48.604,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,6,2,3,,23,VIVIANIElena,7583,ITA,46.130,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,6,3,4,,54,KendalPUMPHREY,7993,USA,47.712,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",500M,w,Heats,6,PEN,2,,17,VeronikaDENES,7394,HUN,PEN,,
