season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2001-2002,2002 World Championships,1000M,m,Preliminaries,1,1,3,,,LIUYingBao,6554,CHN,1:32.332,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,1,2,4,,,TakehiroKODERA,6324,JPN,1:32.469,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,1,3,1,,,TCHESHUKINAnton,6896,RUS,1:32.567,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,1,4,2,,,AdamKOVACS,6337,HUN,1:33.426,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,2,1,2,,,WimdeDEYNE,6699,BEL,1:31.956,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,2,2,3,,,RonBIONDO,6499,USA,1:32.308,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,2,3,1,,,AssenPANDOV,6778,BUL,1:32.518,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,2,4,4,,,NickyGOOCH,6640,GBR,1:32.841,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,3,1,3,,,JonathanGUILMETTE,6702,CAN,1:34.848,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,3,2,1,,,CeesJUFFERMANS,6072,NED,1:34.947,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,3,3,4,,,SebastianPRAUS,6364,GER,1:34.963,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,3,4,2,,,MartinJOHANSSON,6509,SWE,1:49.020,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,4,1,1,,,NicolaFRANCESCHINA,6331,ITA,1:32.219,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,4,2,3,,,EricBEDARD,6703,CAN,1:32.371,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,4,3,2,,,VolodymyrGRYGORIEV,6741,UKR,1:32.787,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,4,4,4,,,MarkJACKSON,6941,NZL,1:33.237,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,5,1,1,,,RustySMITH,6496,USA,1:32.299,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,5,2,2,,,TomasGRESCHNER,6633,SVK,1:32.479,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,5,3,4,,,BalazsKOVER,6758,HUN,1:33.929,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,5,4,3,,,VAINEREvgeni,6051,ISR,2:04.042,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,6,1,2,,,FabioCARTA,6001,ITA,1:31.566,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,6,2,1,,,GUOWei,6654,CHN,1:31.643,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,6,3,3,,,MarkMcNEE,6432,AUS,1:35.321,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,7,1,1,,,MathieuTURCOTTE,6705,CAN,1:31.678,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,7,2,2,,,JPKEPKA,6501,USA,1:32.302,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,7,3,3,,,GisleTVERLAND,7063,NOR,1:33.658,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,7,4,4,,,TSAIPing-Yuan,6583,TPE,1:42.565,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,8,2,1,,,LeonFLACK,6641,GBR,1:46.696,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,8,3,3,,,TomislavDUGI,6032,CRO,1:54.809,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,9,1,1,,,NaoyaTAMURA,6322,JPN,1:32.551,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,9,2,4,,,AHNHyun-Soo,6618,KOR,1:32.564,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,9,3,3,,,SimonvanVOSSEL,7098,BEL,1:33.668,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,9,4,2,,,IvanDOLINIC,6669,CRO,1:38.160,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,10,1,4,,,SatoruTERAO,6320,JPN,1:31.444,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,10,2,3,,,LIYe,6655,CHN,1:31.670,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,10,3,1,,,SaschaLAUBER,6634,SUI,1:33.198,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,10,4,2,,,TSAIMeng-Tsu,6582,TPE,1:47.449,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,11,1,3,,,LEESeung-Jae,6621,KOR,1:33.878,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,11,2,2,,,GregoryDURAND,6646,FRA,1:34.050,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,11,3,4,,,YevgenYAKOVLEV,6751,UKR,1:34.191,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,11,4,1,,,KirilPANDOV,6779,BUL,1:34.809,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,12,1,3,,,BrunoLOSCOS,6643,FRA,1:31.906,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,12,2,4,,,DaveVERSTEEG,6540,NED,1:31.985,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,12,3,2,,,DmitryVASILENKO,6713,RUS,1:31.995,,
2001-2002,2002 World Championships,1000M,m,Preliminaries,12,4,1,,,AndreasTANNER,6951,SUI,1:36.162,,
