season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,m,FinalB,1,1,2,,409,KAZAKHSTAN,9025,KAZ,4:06.163,,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,m,FinalB,1,2,1,,406,HUNGARY,9021,HUN,4:06.208,,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,m,FinalB,1,3,4,,417,UNITEDSTATES,9032,USA,4:09.488,,
2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,m,FinalB,1,4,3,,402,CANADA,9016,CAN,4:27.538,,
