season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,1,1,3,,,KOREA,7300,KOR,7:06.033,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,1,2,1,,,JAPAN,7304,JPN,7:06.704,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,1,3,2,,,CANADA,7309,CAN,7:06.838,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,1,4,4,,,FRANCE,7319,FRA,7:10.904,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,2,1,1,,,CHINA,7303,CHN,7:13.294,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,2,2,2,,,UNITEDSTATES,7306,USA,7:13.307,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,2,3,3,,,GERMANY,7302,GER,7:20.510,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,3,1,1,,,ITALY,7301,ITA,7:10.758,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,3,2,2,,,GREATBRITAIN,7320,GBR,7:12.885,
1999-2000,1999 World Cup - Montreal,5000MRelay,m,Heats,3,3,3,,,NETHERLANDS,7321,NED,7:15.020,
