season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,1,1,3,,411,NETHERLANDS,7321,NED,6:52.025,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,1,2,4,,408,JAPAN,7310,JPN,6:52.207,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,1,3,1,,412,RUSSIA,7307,RUS,6:53.455,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,1,4,2,,407,ITALY,7301,ITA,6:53.617,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,2,1,2,,404,CHINA,7303,CHN,6:41.851,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,2,2,1,,414,UNITEDSTATES,7306,USA,6:44.812,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,2,3,4,,406,HUNGARY,7324,HUN,6:45.650,q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,2,4,3,,402,BULGARIA,7392,BUL,7:01.943,
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,3,2,4,,403,CANADA,7309,CAN,6:43.103,Q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,3,3,1,,409,KAZAKHSTAN,7356,KAZ,6:45.618,q
2014-2015,ISU World Cup 2014/15 - Shanghai (CHN),5000mRelay,m,Heats,3,4,3,,405,GERMANY,7302,GER,6:55.708,
